url,path,top_segment,template,status,ttfb_ms,html_bytes,title,title_len,meta_desc,meta_desc_len,h1,h1_count,h2_count,h3_count,word_count,img_count,img_lazy,img_eager,fetchpriority_high,img_missing_alt,schema_types,has_product_schema,ldjson_blocks,booking_links,cta_bestil,cta_se_rejsen,cta_laes_mere,tel_links,mailto_links,form_count,has_price,price_min,price_count,has_fra_price,trustpilot,rejsegarantifonden,travelife,has_faq_schema,duration_days,canonical,robots_meta,og_image,h1_matches_title
https://smilrejser.dk/thailand/thailand-smilets-land,/thailand/thailand-smilets-land,thailand,trip,200,3361,1257271,Thailand rundrejse fra Bangkok til Koh Samet,44,"15 dages rundrejse gennem Thailand med Bangkok, Chiang Mai, Den Gyldne Trekant og Dødens Jernbane. Afslut med strandophold på Koh Samet. Læs mere her.",150,Thailand - Smilets land,1,7,25,3879,118,118,0,0,80,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,1,11,2,0,0,6,2,0,1,1,25999,5,0,1,1,1,1,15,https://smilrejser.dk/thailand/thailand-smilets-land,"index, follow",0,0
https://smilrejser.dk/italien/det-ukendte-norditalien,/italien/det-ukendte-norditalien,italien,trip,200,1224,617433,Det ukendte Norditalien – oplev Dolomitterne på 8 dage,54,"Udforsk Dolomitternes UNESCO-natur, Gardasøen, Trento og Bolzano på en grupperejse med dansktalende rejseleder – se rejsen her.",127,Det ukendte Norditalien,1,7,17,2659,31,31,0,0,5,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,1,9,0,0,0,2,2,0,1,0,,0,0,1,1,1,0,8,https://smilrejser.dk/italien/det-ukendte-norditalien,"index, follow",0,1
https://smilrejser.dk/portugal/nytaar-i-porto,/portugal/nytaar-i-porto,portugal,trip,200,1363,684580,Nytårsrejse til Porto – 5 dage med oplevelser,45,"Fejr nytårsaften i hjertet af Porto med dansktalende rejseleder. Nyd portvinssmagning, sejltur på Dourofloden og spektakulært nytårsfyrværkeri. Book nu.",152,Nytår i Porto,1,7,18,2842,41,41,0,0,16,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,1,11,1,0,0,4,2,0,1,1,10995,3,0,1,1,1,1,5,https://smilrejser.dk/portugal/nytaar-i-porto,"index, follow",0,0
https://smilrejser.dk/italien/kulinariske-vandringer-paa-amalfikysten-september-2026,/italien/kulinariske-vandringer-paa-amalfikysten-september-2026,italien,trip,200,785,905044,Kulinariske vandringer på Amalfikysten | Oplev Italien til fods,63,"Tag med på kulinarisk vandretur langs Amalfikysten. Udforsk ikoniske ruter som Gudernes Sti og Citronstien, nyd lokale delikatesser og oplev det ægte Italien med dansk rejseleder. Book nu.",188,Kulinariske vandringer på Amalfikysten - september 2026,1,8,18,3989,69,69,0,0,37,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,1,11,2,0,0,3,2,0,1,1,8995,7,1,1,1,1,1,8,https://smilrejser.dk/italien/kulinariske-vandringer-paa-amalfikysten-september-2026,"index, follow",0,0
https://smilrejser.dk/sverige/gotland-svensk-sommeridyl,/sverige/gotland-svensk-sommeridyl,sverige,trip,200,1425,720563,Rejs til Gotland: Middelalderbyen Visby og naturperler,54,"Udforsk UNESCO-byen Visby, fascinerende rauker og Fårøs strande på vores grupperejse til Gotland. Nyd svensk sommeridyl med dansktalende rejseleder og håndplukkede oplevelser.",175,Gotland - Svensk sommeridyl,1,7,14,2339,48,48,0,0,27,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,1,9,1,0,0,2,2,0,1,1,9995,3,0,1,1,1,0,5,https://smilrejser.dk/sverige/gotland-svensk-sommeridyl,"index, follow",0,0
https://smilrejser.dk/flodkrydstogter/flodkrydstogt-paa-rhone-floden,/flodkrydstogter/flodkrydstogt-paa-rhone-floden,flodkrydstogter,trip,200,2484,915524,Flodkrydstogt på Rhônefloden - Lyon til Provence med MS Camargue,64,"Flodrejse gennem Sydfrankrig fra Lyon til Provence. Nyd Paul Bocuses restaurant, vinsmagning i Tain og UNESCO-byerne Avignon og Arles.",134,Flodkrydstogt på Rhône-floden,1,7,36,3431,44,44,0,0,15,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,1,11,1,0,0,21,2,0,1,1,17995,4,0,1,1,1,1,7,https://smilrejser.dk/flodkrydstogter/flodkrydstogt-paa-rhone-floden,"index, follow",0,0
https://smilrejser.dk/spanien/andalusiens-lys-med-cadiz-og-sevilla,/spanien/andalusiens-lys-med-cadiz-og-sevilla,spanien,trip,200,2881,785343,Andalusiens lys med Cádiz og Sevilla | 8 dages grupperejse,58,"Oplev Andalusiens fortryllende kontraster fra gyldne strande til historiske byer. Udforsk Cádiz, Sevilla og charmerende hvide landsbyer med dansktalende rejseleder.",164,Andalusiens lys med Cádiz og Sevilla,1,7,17,3313,52,52,0,0,27,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,1,9,2,0,0,2,2,0,1,1,12995,5,0,1,1,1,0,8,https://smilrejser.dk/spanien/andalusiens-lys-med-cadiz-og-sevilla,"index, follow",0,1
https://smilrejser.dk/portugal/nytaarsrejse-til-lissabon,/portugal/nytaarsrejse-til-lissabon,portugal,trip,200,868,844763,Nytårsrejse til Lissabon | Fejr nytår i Portugals hovedstad,59,"Fejr nytåret i hjertet af Lissabon med festmiddag og fyrværkeri. Oplev Portugals charme, smag pastéis de nata og udforsk Belém og Cascais med dansk rejseleder på 5 dages rejse.",176,Nytårsrejse til Lissabon,1,7,18,2368,38,38,0,0,14,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,1,11,1,0,0,4,2,0,1,1,9995,3,0,1,1,1,1,5,https://smilrejser.dk/portugal/nytaarsrejse-til-lissabon,"index, follow",0,1
https://smilrejser.dk/portugal/mageloese_madeira_med_blomsterfestival,/portugal/mageloese_madeira_med_blomsterfestival,portugal,trip,200,1996,819474,Oplev Madeiras blomsterfestival | Grupperejse med dansktalende guide,68,"Oplev Madeiras spektakulære blomsterfestival med storslåede parader og blomsterudsmykninger. Udforsk øens nordkyst, Cabo Girão og nyd all inclusive ophold med dansktalende rejseleder.",183,Mageløse Madeira med blomsterfestival,1,7,23,3946,52,52,0,0,22,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,1,11,1,0,0,3,2,0,1,1,13495,3,0,1,1,1,1,8,https://smilrejser.dk/portugal/mageloese_madeira_med_blomsterfestival,"index, follow",0,0
https://smilrejser.dk/spanien/solformoerkelse-i-spanien-med-astrofysiker-michael-linden-voernle,/spanien/solformoerkelse-i-spanien-med-astrofysiker-michael-linden-voernle,spanien,trip,200,1119,556755,Oplev total solformørkelse i Spanien med astrofysiker | 2026,60,"Tag med til Asturien og oplev en spektakulær total solformørkelse. Foredrag med astrofysiker, udflugter i Oviedo og meteorregn under stjernerne. Reservér nu!",157,Solformørkelse i Spanien med astrofysiker Michael Linden-Vørnle,1,6,13,2038,30,30,0,0,5,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,1,9,0,0,0,2,2,0,0,0,,0,0,1,1,1,0,5,https://smilrejser.dk/spanien/solformoerkelse-i-spanien-med-astrofysiker-michael-linden-voernle,"index, follow",0,0
https://smilrejser.dk/spanien/solformoerkelse-i-spanien-bilbao,/spanien/solformoerkelse-i-spanien-bilbao,spanien,trip,200,1351,571035,Solformørkelsesrejse til Bilbao - Enestående himmelfænomen,58,"Vær vidne til århundredets astronomiske begivenhed på en 5-dages rejse til Bilbao. Oplev total solformørkelse, Guggenheim-museet og baskisk gastronomi med dansktalende rejseleder.",179,Solformørkelse i Spanien - Bilbao,1,6,15,2018,30,30,0,0,5,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,1,9,0,0,0,2,2,0,0,0,,0,0,1,1,1,0,5,https://smilrejser.dk/spanien/solformoerkelse-i-spanien-bilbao,"index, follow",0,0
https://smilrejser.dk/italien/amalfi-a-la-carte,/italien/amalfi-a-la-carte,italien,trip,200,1701,1114455,Amalfikysten med dansktalende rejseleder | Vælg dine egne oplevelser,68,"Udforsk Amalfikystens perler med base i Maiori. Oplev Capri, Ravello, Pompeji og lokale delikatesser. 8 dages rejse med dansktalende rejseleder og direkte fly.",159,Amalfi a la carte,1,7,26,4654,89,89,0,0,55,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,1,9,9,0,0,2,2,0,1,1,8995,19,0,1,1,1,0,8,https://smilrejser.dk/italien/amalfi-a-la-carte,"index, follow",0,0
https://smilrejser.dk/sri-lanka/sri-lanka-for-livsnydere,/sri-lanka/sri-lanka-for-livsnydere,sri-lanka,trip,200,2458,850176,Sri Lanka for livsnydere | Junglelodge | 11 dage,48,Oplev Sri Lankas kontraster på 11 dages rundrejse med dansktalende rejseleder. Fra vilde elefanter og UNESCO-seværdigheder til afslapning ved Det Indiske Oceans bølger.,168,Sri Lanka for livsnydere,1,7,24,3706,54,54,0,0,13,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,1,11,1,0,0,10,2,0,1,1,20995,3,0,1,1,1,1,11,https://smilrejser.dk/sri-lanka/sri-lanka-for-livsnydere,"index, follow",0,1
https://smilrejser.dk/flodkrydstogter/flodkrydstogt-paa-rhone-floden-2027,/flodkrydstogter/flodkrydstogt-paa-rhone-floden-2027,flodkrydstogter,trip,200,2322,826222,Flodkrydstogt på Rhônefloden - Lyon til Provence med MS Camargue,64,"Flodrejse gennem Sydfrankrig fra Lyon til Provence. Nyd Paul Bocuses restaurant, vinsmagning i Tain og UNESCO-byerne Avignon og Arles.",134,Flodkrydstogt på Rhône-floden - 2027,1,7,35,3425,36,36,0,0,10,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,1,11,0,0,0,21,2,0,1,1,17995,2,0,1,1,1,1,7,https://smilrejser.dk/flodkrydstogter/flodkrydstogt-paa-rhone-floden-2027,"index, follow",0,0
https://smilrejser.dk/sydafrika/sydafrika-for-livsnydere,/sydafrika/sydafrika-for-livsnydere,sydafrika,trip,200,2422,695799,Oplev Sydafrikas vinland og safari | Rundrejse med rejseleder,61,"Udforsk Sydafrikas vinland, oplev Big 5 i Kruger National Park og besøg Mandelas hus. Rundrejse med dansktalende rejseleder, vinsmagninger og 5 nætter på safari lodge.",167,Sydafrika for livsnydere,1,6,20,3462,33,33,0,0,6,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,1,11,0,0,0,5,2,0,1,0,,0,0,1,1,1,1,12,https://smilrejser.dk/sydafrika/sydafrika-for-livsnydere,"index, follow",0,0
https://smilrejser.dk/spanien/rundrejse-i-andalusien-med-tog,/spanien/rundrejse-i-andalusien-med-tog,spanien,trip,200,2643,957251,"Andalusien med tog - Granada, Córdoba, Sevilla og Málaga",56,"Togrejse til hjertet af Sydspanien med dansktalende guide. Besøg verdensberømte paladser, hvidkalkede gader og oplev opdagerglæden i godt selskab.",146,Rundrejse i Andalusien med tog,1,7,18,3373,83,83,0,0,52,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,1,9,1,0,0,2,2,0,1,1,12995,2,0,1,1,1,0,8,https://smilrejser.dk/spanien/rundrejse-i-andalusien-med-tog,"index, follow",0,0
https://smilrejser.dk/flodkrydstogter/flodkrydstogt-paa-donaufloden,/flodkrydstogter/flodkrydstogt-paa-donaufloden,flodkrydstogter,trip,200,1439,791623,Flodkrydstogt på Donau | Centraleuropas perler,46,"Oplev Centraleuropas skatte på et 8-dages krydstogt med helpension. Besøg Wien, Melk, Dürnstein, Budapest og Bratislava mens du nyder komfort på første klasse.",159,Flodkrydstogt på Donaufloden,1,6,38,3081,32,32,0,0,5,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Organization|Product|Question|SearchAction|WebSite,1,11,0,0,0,23,2,0,1,0,,0,0,1,1,1,1,8,https://smilrejser.dk/flodkrydstogter/flodkrydstogt-paa-donaufloden,"index, follow",0,0
https://smilrejser.dk/frankrig/flodkrydstogt-paa-rhinen-og-tur-med-gletsjerekspressen,/frankrig/flodkrydstogt-paa-rhinen-og-tur-med-gletsjerekspressen,frankrig,trip,200,1406,833123,Rhinen-krydstogt med Gletscherekspressen | Alsace &amp; Schweiz,63,"Kombiner flodkrydstogt på Rhinen med togtur gennem de schweiziske alper. Besøg Colmar, kør med Gletscherekspressen og oplev Blomsterøen.",136,Flodkrydstogt på Rhinen &amp; tur med Gletsjerekspressen,1,7,36,3885,38,38,0,0,16,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,1,11,2,0,0,23,2,0,1,1,14995,4,0,1,1,1,1,5,https://smilrejser.dk/frankrig/flodkrydstogt-paa-rhinen-og-tur-med-gletsjerekspressen,"index, follow",0,0
https://smilrejser.dk/portugal/lissabon-a-la-carte,/portugal/lissabon-a-la-carte,portugal,trip,200,1650,718459,Lissabon med dansk rejseleder - Fleksibel grupperejse i Portugal,64,"Kombiner guidede byvandringer med frihed til egne oplevelser i Lissabon. Udforsk historiske kvarterer, kakkelmuseet og nyd lokal gastronomi på denne 5-dages a la carte rejse.",174,Lissabon a la carte,1,7,20,2281,46,46,0,0,11,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,1,9,1,0,0,0,2,0,1,1,8995,3,0,1,1,1,0,5,https://smilrejser.dk/portugal/lissabon-a-la-carte,"index, follow",0,0
https://smilrejser.dk/kina/vandreferie-paa-den-kinesiske-mur,/kina/vandreferie-paa-den-kinesiske-mur,kina,trip,200,1176,958479,Vandreferie i Kina | Oplev Den Kinesiske Mur og Beijing,55,"Udforsk Den Kinesiske Mur på tre unikke vandreture med dansktalende rejseleder. Oplev også Beijing med Den Forbudte By, Himlens Tempel og lokale hutongkvarterer.",161,Vandreferie på Den Kinesiske Mur,1,7,26,4300,75,75,0,0,38,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,1,11,2,0,0,11,2,0,1,1,17495,5,0,1,1,1,1,10,https://smilrejser.dk/kina/vandreferie-paa-den-kinesiske-mur,"index, follow",0,0
https://smilrejser.dk/portugal/portugals-groenne-oerige-azorerne-og-madeira,/portugal/portugals-groenne-oerige-azorerne-og-madeira,portugal,trip,200,2362,957503,Azorerne &amp; Madeira - Opdag Portugals fascinerende ø-paradis,63,"Udforsk Portugals grønne ø-rige på en 12-dages rejse til Azorerne og Madeira. Oplev vulkanske landskaber, levada-vandringer, tvillingesøerne og lokale specialiteter med dansktalende rejseleder.",193,Portugals grønne ørige - Azorerne og Madeira,1,7,25,4682,66,66,0,0,31,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,1,11,2,0,0,4,2,0,1,1,14995,5,0,1,1,1,1,11,https://smilrejser.dk/portugal/portugals-groenne-oerige-azorerne-og-madeira,"index, follow",0,0
https://smilrejser.dk/kina/kina-pagoder-pandaer-og-paladser,/kina/kina-pagoder-pandaer-og-paladser,kina,trip,200,2684,1187548,"Kina rundrejse: Terracotta-hær, pandaer og Den Forbudte By",58,"Oplev det bedste af Kina fra Shanghai til Beijing. Se pandaer i Chengdu, Terracotta-hæren i Xi&#x27;an og Den Kinesiske Mur. Rejsen inkluderer lokal mad og kultur.",163,"Kina - Pagoder, pandaer og paladser",1,7,32,5001,120,120,0,0,63,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,1,11,1,0,0,8,2,0,1,1,29995,2,0,1,1,1,1,15,https://smilrejser.dk/kina/kina-pagoder-pandaer-og-paladser,"index, follow",0,0
https://smilrejser.dk/kina/kina-og-tibet-ekspressen,/kina/kina-og-tibet-ekspressen,kina,trip,200,1635,1170024,Tibet Ekspressen: Kinas kulturskatte og Tibets hellige steder,61,"13 dages rundrejse med tog til verdens tag. Oplev Den Kinesiske Mur, Potala-paladset og Jokhang-templet. Grupperejse med dansktalende rejseleder og førsteklasses sovekupé.",171,Kina og Tibet-ekspressen,1,7,33,4478,98,98,0,0,61,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,1,11,1,0,0,9,2,0,1,1,29995,3,0,1,1,1,1,13,https://smilrejser.dk/kina/kina-og-tibet-ekspressen,"index, follow",0,0
https://smilrejser.dk/spanien/fra-bilbao-til-bordeaux-en-kulturel-rejse-gennem-baskerland-og-sydfrankrig,/spanien/fra-bilbao-til-bordeaux-en-kulturel-rejse-gennem-baskerland-og-sydfrankrig,spanien,trip,200,2281,1022239,Kulturrejse fra Bilbao til Bordeaux gennem Baskerland,53,"Kulturel rundrejse fra Bilbao til Bordeaux. Guggenheim museum, pintxos i San Sebastián, vinområder i La Rioja og elegante Bordeaux venter dig.",142,Fra Bilbao til Bordeaux - En kulturel rejse gennem Baskerland og Sydfrankrig,1,7,18,3347,73,73,0,0,41,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,1,9,1,0,0,2,2,0,1,1,15995,2,0,1,1,1,0,9,https://smilrejser.dk/spanien/fra-bilbao-til-bordeaux-en-kulturel-rejse-gennem-baskerland-og-sydfrankrig,"index, follow",0,0
https://smilrejser.dk/marokko/farverige-marokko-fra-tanger-til-marrakech,/marokko/farverige-marokko-fra-tanger-til-marrakech,marokko,trip,200,1522,685856,Rundrejse Marokko - fra Atlanterhavet til Rifbjergene,53,"Oplev Marokkos farverige magi på rundrejse gennem kongebyer og unikke landsbyer. Besøg Tanger, den blå by Chefchaouen, Fes og Marrakech med dansktalende rejseleder.",164,Farverige Marokko - Fra Tanger til Marrakech,1,6,23,3530,32,32,0,0,5,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,1,11,0,0,0,8,2,0,1,0,,0,0,1,1,1,1,8,https://smilrejser.dk/marokko/farverige-marokko-fra-tanger-til-marrakech,"index, follow",0,0
https://smilrejser.dk/skotland/haverejse-til-skotland,/skotland/haverejse-til-skotland,skotland,trip,200,2010,1055457,Haverejse til Skotland – oplev slotte og pragtfulde haver,57,"Udforsk muromkransede haveidyl, plantejægernes arv og eksotiske blomster ved historiske slotte. Rejse med fællesskab og opdagerglæde i fokus.",141,Haverejse til Skotland,1,7,25,4283,70,70,0,0,37,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,1,11,2,0,0,5,2,0,1,1,16495,4,0,1,1,1,1,8,https://smilrejser.dk/skotland/haverejse-til-skotland,"index, follow",0,1
https://smilrejser.dk/sydafrika/sydafrika-et-eventyr-i-tre-akter,/sydafrika/sydafrika-et-eventyr-i-tre-akter,sydafrika,trip,200,2246,806949,"Oplev Sydafrikas tre akter: Safari, kultur og naturskønhed",58,"Udforsk Sydafrikas betagende landskaber, møde det vilde dyreliv og fordyb dig i den rige kulturhistorie. Rejs trygt med dansktalende rejseledere og nyd fællesskabet undervejs.",175,Sydafrika - et eventyr i tre akter,1,6,22,4545,50,50,0,0,5,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,1,11,0,0,0,5,2,0,1,0,,0,0,1,1,1,1,24,https://smilrejser.dk/sydafrika/sydafrika-et-eventyr-i-tre-akter,"index, follow",0,0
https://smilrejser.dk/portugal/lissabon-og-alentejos-herligheder,/portugal/lissabon-og-alentejos-herligheder,portugal,trip,200,1853,696866,Oplev Lissabon &amp; Alentejos herligheder | 8-dages rundrejse,62,"Tag med på 8-dages rundrejse i Portugal. Oplev Alentejos vinmarker, charmerende landsbyer som Monsaraz og Mertola, UNESCO-byen Évora og Lissabons historiske centrum med dansktalende rejseleder.",193,Lissabon og Alentejos herligheder,1,6,21,3118,48,48,0,0,8,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,1,9,0,0,0,2,2,0,1,0,,0,0,1,1,1,0,,https://smilrejser.dk/portugal/lissabon-og-alentejos-herligheder,"index, follow",0,0
